delivery_start_utc,delivery_end_utc,delivery_date,area,price,currency,resolution_min,source,fetched_at_utc
2026-06-07T20:30:00+00:00,2026-06-07T21:30:00+00:00,2026-06-07,LV,137.48,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T20:45:00+00:00,2026-06-07T21:45:00+00:00,2026-06-07,LV,136.15,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T21:00:00+00:00,2026-06-07T22:00:00+00:00,2026-06-07,LV,145.78,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T21:15:00+00:00,2026-06-07T22:15:00+00:00,2026-06-07,LV,136.1,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T21:30:00+00:00,2026-06-07T22:30:00+00:00,2026-06-07,LV,133.69,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T21:45:00+00:00,2026-06-07T22:45:00+00:00,2026-06-07,LV,135.81,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T22:00:00+00:00,2026-06-07T23:00:00+00:00,2026-06-07,LV,149.87,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T22:15:00+00:00,2026-06-07T23:15:00+00:00,2026-06-07,LV,137.32,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T22:30:00+00:00,2026-06-07T23:30:00+00:00,2026-06-07,LV,134.47,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T22:45:00+00:00,2026-06-07T23:45:00+00:00,2026-06-07,LV,132.25,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T23:00:00+00:00,2026-06-08T00:00:00+00:00,2026-06-07,LV,135.5,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T23:15:00+00:00,2026-06-08T00:15:00+00:00,2026-06-07,LV,132.41,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T23:30:00+00:00,2026-06-08T00:30:00+00:00,2026-06-07,LV,130.89,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-07T23:45:00+00:00,2026-06-08T00:45:00+00:00,2026-06-07,LV,129.35,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T00:00:00+00:00,2026-06-08T01:00:00+00:00,2026-06-08,LV,131.03,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T00:15:00+00:00,2026-06-08T01:15:00+00:00,2026-06-08,LV,129.74,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T00:30:00+00:00,2026-06-08T01:30:00+00:00,2026-06-08,LV,128.37,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T00:45:00+00:00,2026-06-08T01:45:00+00:00,2026-06-08,LV,126.99,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T01:00:00+00:00,2026-06-08T02:00:00+00:00,2026-06-08,LV,126.73,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T01:15:00+00:00,2026-06-08T02:15:00+00:00,2026-06-08,LV,125.56,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T01:30:00+00:00,2026-06-08T02:30:00+00:00,2026-06-08,LV,124.14,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T01:45:00+00:00,2026-06-08T02:45:00+00:00,2026-06-08,LV,123.14,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T02:00:00+00:00,2026-06-08T03:00:00+00:00,2026-06-08,LV,127.09,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T02:15:00+00:00,2026-06-08T03:15:00+00:00,2026-06-08,LV,126.82,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T02:30:00+00:00,2026-06-08T03:30:00+00:00,2026-06-08,LV,124.44,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T02:45:00+00:00,2026-06-08T03:45:00+00:00,2026-06-08,LV,125.96,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T03:00:00+00:00,2026-06-08T04:00:00+00:00,2026-06-08,LV,131.48,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T03:15:00+00:00,2026-06-08T04:15:00+00:00,2026-06-08,LV,131.69,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T03:30:00+00:00,2026-06-08T04:30:00+00:00,2026-06-08,LV,138.24,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T03:45:00+00:00,2026-06-08T04:45:00+00:00,2026-06-08,LV,143.31,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T04:00:00+00:00,2026-06-08T05:00:00+00:00,2026-06-08,LV,149.03,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T04:15:00+00:00,2026-06-08T05:15:00+00:00,2026-06-08,LV,150.1,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T04:30:00+00:00,2026-06-08T05:30:00+00:00,2026-06-08,LV,147.96,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T04:45:00+00:00,2026-06-08T05:45:00+00:00,2026-06-08,LV,141.99,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T05:00:00+00:00,2026-06-08T06:00:00+00:00,2026-06-08,LV,165.85,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T05:15:00+00:00,2026-06-08T06:15:00+00:00,2026-06-08,LV,148.25,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T05:30:00+00:00,2026-06-08T06:30:00+00:00,2026-06-08,LV,144.52,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T05:45:00+00:00,2026-06-08T06:45:00+00:00,2026-06-08,LV,133.11,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T06:00:00+00:00,2026-06-08T07:00:00+00:00,2026-06-08,LV,144.84,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T06:15:00+00:00,2026-06-08T07:15:00+00:00,2026-06-08,LV,133.41,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T06:30:00+00:00,2026-06-08T07:30:00+00:00,2026-06-08,LV,128.7,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T06:45:00+00:00,2026-06-08T07:45:00+00:00,2026-06-08,LV,118.46,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T07:00:00+00:00,2026-06-08T08:00:00+00:00,2026-06-08,LV,127.24,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T07:15:00+00:00,2026-06-08T08:15:00+00:00,2026-06-08,LV,119.12,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T07:30:00+00:00,2026-06-08T08:30:00+00:00,2026-06-08,LV,111.47,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T07:45:00+00:00,2026-06-08T08:45:00+00:00,2026-06-08,LV,100.01,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T08:00:00+00:00,2026-06-08T09:00:00+00:00,2026-06-08,LV,108.32,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T08:15:00+00:00,2026-06-08T09:15:00+00:00,2026-06-08,LV,106.25,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T08:30:00+00:00,2026-06-08T09:30:00+00:00,2026-06-08,LV,96.48,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T08:45:00+00:00,2026-06-08T09:45:00+00:00,2026-06-08,LV,92.06,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T09:00:00+00:00,2026-06-08T10:00:00+00:00,2026-06-08,LV,97.56,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T09:15:00+00:00,2026-06-08T10:15:00+00:00,2026-06-08,LV,95.91,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T09:30:00+00:00,2026-06-08T10:30:00+00:00,2026-06-08,LV,81.66,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T09:45:00+00:00,2026-06-08T10:45:00+00:00,2026-06-08,LV,74.91,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T10:00:00+00:00,2026-06-08T11:00:00+00:00,2026-06-08,LV,95.05,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T10:15:00+00:00,2026-06-08T11:15:00+00:00,2026-06-08,LV,92.79,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T10:30:00+00:00,2026-06-08T11:30:00+00:00,2026-06-08,LV,87.14,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T10:45:00+00:00,2026-06-08T11:45:00+00:00,2026-06-08,LV,85.82,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T11:00:00+00:00,2026-06-08T12:00:00+00:00,2026-06-08,LV,85.04,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T11:15:00+00:00,2026-06-08T12:15:00+00:00,2026-06-08,LV,86.48,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T11:30:00+00:00,2026-06-08T12:30:00+00:00,2026-06-08,LV,86.21,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T11:45:00+00:00,2026-06-08T12:45:00+00:00,2026-06-08,LV,86.02,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T12:00:00+00:00,2026-06-08T13:00:00+00:00,2026-06-08,LV,76.51,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T12:15:00+00:00,2026-06-08T13:15:00+00:00,2026-06-08,LV,79.68,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T12:30:00+00:00,2026-06-08T13:30:00+00:00,2026-06-08,LV,92.7,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T12:45:00+00:00,2026-06-08T13:45:00+00:00,2026-06-08,LV,100.51,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T13:00:00+00:00,2026-06-08T14:00:00+00:00,2026-06-08,LV,81.39,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T13:15:00+00:00,2026-06-08T14:15:00+00:00,2026-06-08,LV,90.76,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T13:30:00+00:00,2026-06-08T14:30:00+00:00,2026-06-08,LV,102.07,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T13:45:00+00:00,2026-06-08T14:45:00+00:00,2026-06-08,LV,113.81,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T14:00:00+00:00,2026-06-08T15:00:00+00:00,2026-06-08,LV,89.2,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T14:15:00+00:00,2026-06-08T15:15:00+00:00,2026-06-08,LV,102.28,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T14:30:00+00:00,2026-06-08T15:30:00+00:00,2026-06-08,LV,110.98,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T14:45:00+00:00,2026-06-08T15:45:00+00:00,2026-06-08,LV,122.29,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T15:00:00+00:00,2026-06-08T16:00:00+00:00,2026-06-08,LV,111.42,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T15:15:00+00:00,2026-06-08T16:15:00+00:00,2026-06-08,LV,120.69,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T15:30:00+00:00,2026-06-08T16:30:00+00:00,2026-06-08,LV,133.1,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T15:45:00+00:00,2026-06-08T16:45:00+00:00,2026-06-08,LV,155.68,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T16:00:00+00:00,2026-06-08T17:00:00+00:00,2026-06-08,LV,132.36,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T16:15:00+00:00,2026-06-08T17:15:00+00:00,2026-06-08,LV,143.38,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T16:30:00+00:00,2026-06-08T17:30:00+00:00,2026-06-08,LV,161.61,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T16:45:00+00:00,2026-06-08T17:45:00+00:00,2026-06-08,LV,195.3,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T17:00:00+00:00,2026-06-08T18:00:00+00:00,2026-06-08,LV,170.88,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T17:15:00+00:00,2026-06-08T18:15:00+00:00,2026-06-08,LV,198.2,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T17:30:00+00:00,2026-06-08T18:30:00+00:00,2026-06-08,LV,218.11,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T17:45:00+00:00,2026-06-08T18:45:00+00:00,2026-06-08,LV,237.65,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T18:00:00+00:00,2026-06-08T19:00:00+00:00,2026-06-08,LV,214.12,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T18:15:00+00:00,2026-06-08T19:15:00+00:00,2026-06-08,LV,214.54,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T18:30:00+00:00,2026-06-08T19:30:00+00:00,2026-06-08,LV,218.3,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T18:45:00+00:00,2026-06-08T19:45:00+00:00,2026-06-08,LV,216.2,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T19:00:00+00:00,2026-06-08T20:00:00+00:00,2026-06-08,LV,226.02,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T19:15:00+00:00,2026-06-08T20:15:00+00:00,2026-06-08,LV,203.47,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T19:30:00+00:00,2026-06-08T20:30:00+00:00,2026-06-08,LV,183.87,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T19:45:00+00:00,2026-06-08T20:45:00+00:00,2026-06-08,LV,163.97,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T20:00:00+00:00,2026-06-08T21:00:00+00:00,2026-06-08,LV,184.19,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T20:15:00+00:00,2026-06-08T21:15:00+00:00,2026-06-08,LV,160.9,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T20:30:00+00:00,2026-06-08T21:30:00+00:00,2026-06-08,LV,141.71,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T20:45:00+00:00,2026-06-08T21:45:00+00:00,2026-06-08,LV,132.33,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T21:00:00+00:00,2026-06-08T22:00:00+00:00,2026-06-08,LV,141.67,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T21:15:00+00:00,2026-06-08T22:15:00+00:00,2026-06-08,LV,128.72,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T21:30:00+00:00,2026-06-08T22:30:00+00:00,2026-06-08,LV,127.84,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T21:45:00+00:00,2026-06-08T22:45:00+00:00,2026-06-08,LV,121.71,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T22:00:00+00:00,2026-06-08T23:00:00+00:00,2026-06-08,LV,151.48,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T22:15:00+00:00,2026-06-08T23:15:00+00:00,2026-06-08,LV,136.22,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T22:30:00+00:00,2026-06-08T23:30:00+00:00,2026-06-08,LV,129.8,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T22:45:00+00:00,2026-06-08T23:45:00+00:00,2026-06-08,LV,123.7,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T23:00:00+00:00,2026-06-09T00:00:00+00:00,2026-06-08,LV,129.45,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T23:15:00+00:00,2026-06-09T00:15:00+00:00,2026-06-08,LV,127.46,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T23:30:00+00:00,2026-06-09T00:30:00+00:00,2026-06-08,LV,124.94,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-08T23:45:00+00:00,2026-06-09T00:45:00+00:00,2026-06-08,LV,123.82,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T00:00:00+00:00,2026-06-09T01:00:00+00:00,2026-06-09,LV,122.84,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T00:15:00+00:00,2026-06-09T01:15:00+00:00,2026-06-09,LV,120.38,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T00:30:00+00:00,2026-06-09T01:30:00+00:00,2026-06-09,LV,122.32,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T00:45:00+00:00,2026-06-09T01:45:00+00:00,2026-06-09,LV,117.66,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T01:00:00+00:00,2026-06-09T02:00:00+00:00,2026-06-09,LV,119.31,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T01:15:00+00:00,2026-06-09T02:15:00+00:00,2026-06-09,LV,116.63,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T01:30:00+00:00,2026-06-09T02:30:00+00:00,2026-06-09,LV,116.13,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T01:45:00+00:00,2026-06-09T02:45:00+00:00,2026-06-09,LV,114.12,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T02:00:00+00:00,2026-06-09T03:00:00+00:00,2026-06-09,LV,117.83,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T02:15:00+00:00,2026-06-09T03:15:00+00:00,2026-06-09,LV,117.8,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T02:30:00+00:00,2026-06-09T03:30:00+00:00,2026-06-09,LV,113.43,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T02:45:00+00:00,2026-06-09T03:45:00+00:00,2026-06-09,LV,110.57,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T03:00:00+00:00,2026-06-09T04:00:00+00:00,2026-06-09,LV,111.77,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T03:15:00+00:00,2026-06-09T04:15:00+00:00,2026-06-09,LV,112.63,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T03:30:00+00:00,2026-06-09T04:30:00+00:00,2026-06-09,LV,114.6,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T03:45:00+00:00,2026-06-09T04:45:00+00:00,2026-06-09,LV,125.48,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T04:00:00+00:00,2026-06-09T05:00:00+00:00,2026-06-09,LV,132.41,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T04:15:00+00:00,2026-06-09T05:15:00+00:00,2026-06-09,LV,138.31,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T04:30:00+00:00,2026-06-09T05:30:00+00:00,2026-06-09,LV,141.4,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T04:45:00+00:00,2026-06-09T05:45:00+00:00,2026-06-09,LV,141.81,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T05:00:00+00:00,2026-06-09T06:00:00+00:00,2026-06-09,LV,154.63,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T05:15:00+00:00,2026-06-09T06:15:00+00:00,2026-06-09,LV,148.01,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T05:30:00+00:00,2026-06-09T06:30:00+00:00,2026-06-09,LV,146.79,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T05:45:00+00:00,2026-06-09T06:45:00+00:00,2026-06-09,LV,138.74,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T06:00:00+00:00,2026-06-09T07:00:00+00:00,2026-06-09,LV,141.32,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T06:15:00+00:00,2026-06-09T07:15:00+00:00,2026-06-09,LV,133.93,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T06:30:00+00:00,2026-06-09T07:30:00+00:00,2026-06-09,LV,130.03,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T06:45:00+00:00,2026-06-09T07:45:00+00:00,2026-06-09,LV,118.55,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T07:00:00+00:00,2026-06-09T08:00:00+00:00,2026-06-09,LV,130.25,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T07:15:00+00:00,2026-06-09T08:15:00+00:00,2026-06-09,LV,115.34,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T07:30:00+00:00,2026-06-09T08:30:00+00:00,2026-06-09,LV,108.54,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T07:45:00+00:00,2026-06-09T08:45:00+00:00,2026-06-09,LV,95.05,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T08:00:00+00:00,2026-06-09T09:00:00+00:00,2026-06-09,LV,116.02,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T08:15:00+00:00,2026-06-09T09:15:00+00:00,2026-06-09,LV,92.75,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T08:30:00+00:00,2026-06-09T09:30:00+00:00,2026-06-09,LV,83.07,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T08:45:00+00:00,2026-06-09T09:45:00+00:00,2026-06-09,LV,68.75,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T09:00:00+00:00,2026-06-09T10:00:00+00:00,2026-06-09,LV,100.0,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T09:15:00+00:00,2026-06-09T10:15:00+00:00,2026-06-09,LV,71.83,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T09:30:00+00:00,2026-06-09T10:30:00+00:00,2026-06-09,LV,60.01,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T09:45:00+00:00,2026-06-09T10:45:00+00:00,2026-06-09,LV,43.18,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T10:00:00+00:00,2026-06-09T11:00:00+00:00,2026-06-09,LV,62.33,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T10:15:00+00:00,2026-06-09T11:15:00+00:00,2026-06-09,LV,50.39,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T10:30:00+00:00,2026-06-09T11:30:00+00:00,2026-06-09,LV,39.06,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T10:45:00+00:00,2026-06-09T11:45:00+00:00,2026-06-09,LV,27.2,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T11:00:00+00:00,2026-06-09T12:00:00+00:00,2026-06-09,LV,49.32,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T11:15:00+00:00,2026-06-09T12:15:00+00:00,2026-06-09,LV,40.75,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T11:30:00+00:00,2026-06-09T12:30:00+00:00,2026-06-09,LV,42.31,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T11:45:00+00:00,2026-06-09T12:45:00+00:00,2026-06-09,LV,39.35,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T12:00:00+00:00,2026-06-09T13:00:00+00:00,2026-06-09,LV,51.77,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T12:15:00+00:00,2026-06-09T13:15:00+00:00,2026-06-09,LV,40.01,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T12:30:00+00:00,2026-06-09T13:30:00+00:00,2026-06-09,LV,35.33,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T12:45:00+00:00,2026-06-09T13:45:00+00:00,2026-06-09,LV,35.59,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T13:00:00+00:00,2026-06-09T14:00:00+00:00,2026-06-09,LV,27.37,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T13:15:00+00:00,2026-06-09T14:15:00+00:00,2026-06-09,LV,35.76,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T13:30:00+00:00,2026-06-09T14:30:00+00:00,2026-06-09,LV,38.66,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T13:45:00+00:00,2026-06-09T14:45:00+00:00,2026-06-09,LV,58.41,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T14:00:00+00:00,2026-06-09T15:00:00+00:00,2026-06-09,LV,22.7,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T14:15:00+00:00,2026-06-09T15:15:00+00:00,2026-06-09,LV,35.55,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T14:30:00+00:00,2026-06-09T15:30:00+00:00,2026-06-09,LV,43.6,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T14:45:00+00:00,2026-06-09T15:45:00+00:00,2026-06-09,LV,79.07,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T15:00:00+00:00,2026-06-09T16:00:00+00:00,2026-06-09,LV,37.98,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T15:15:00+00:00,2026-06-09T16:15:00+00:00,2026-06-09,LV,80.68,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T15:30:00+00:00,2026-06-09T16:30:00+00:00,2026-06-09,LV,125.59,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T15:45:00+00:00,2026-06-09T16:45:00+00:00,2026-06-09,LV,139.3,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T16:00:00+00:00,2026-06-09T17:00:00+00:00,2026-06-09,LV,106.84,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T16:15:00+00:00,2026-06-09T17:15:00+00:00,2026-06-09,LV,130.02,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T16:30:00+00:00,2026-06-09T17:30:00+00:00,2026-06-09,LV,145.49,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T16:45:00+00:00,2026-06-09T17:45:00+00:00,2026-06-09,LV,157.85,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T17:00:00+00:00,2026-06-09T18:00:00+00:00,2026-06-09,LV,130.24,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T17:15:00+00:00,2026-06-09T18:15:00+00:00,2026-06-09,LV,149.09,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
2026-06-09T17:30:00+00:00,2026-06-09T18:30:00+00:00,2026-06-09,LV,158.44,EUR,60,elering,2026-08-10T13:28:03.683160+00:00
